1,KP_EF43_1_M_04.tif,1.717,255,255,255
2,KP_EF43_1_M_06.tif,1.625,255,255,255
3,KP_EF43_2_F_17.tif,2.088,255,255,255
4,KP_EF43_2_F_19.tif,2.075,255,255,255
5,KP_EF81_2_M_09.tif,1.621,255,255,255
6,KP_EF81_2_M_14.tif,1.655,255,255,255
7,KP_ZI192_1_M_20.tif,1.449,255,255,255
8,KP_ZI192_2_F_09.tif,1.647,255,255,255
9,KP_ZI251_1_M_19.tif,1.217,255,255,255
10,KP_ZI251_2_F_07.tif,1.559,255,255,255
11,KP_ZI251_2_M_10.tif,1.254,255,255,255
12,KP_ZI251_3_M_10.tif,1.113,255,255,255
13,KP_ZI418_1_M_17.tif,1.357,255,255,255
14,KP_ZI418_2_M_11.tif,1.315,255,255,255
1,KP_EF43_1_M_13.tif,1.538,255,255,255
2,KP_EF43_1_M_14.tif,1.687,255,255,255
3,KP_EF43_2_M_12.tif,1.574,255,255,255
4,KP_EF43_2_M_19.tif,1.586,255,255,255
5,KP_EF43_3_F_20.tif,2.104,255,255,255
6,KP_EF43_3_M_01.tif,1.701,255,255,255
7,KP_EF81_1_M_18.tif,1.727,255,255,255
8,KP_ZI192_1_M_17.tif,1.273,255,255,255
9,KP_ZI251_1_M_06.tif,1.201,255,255,255
10,KP_ZI251_2_M_11.tif,1.238,255,255,255
11,KP_ZI251_3_F_17.tif,1.47,255,255,255
12,KP_ZI251_3_M_07.tif,1.161,255,255,255
13,KP_ZI418_1_M_16.tif,1.315,255,255,255
14,KP_ZI418_2_F_05.tif,1.749,255,255,255
15,KP_ZI418_2_F_06.tif,1.646,255,255,255
16,KP_ZI418_3_M_11.tif,1.276,255,255,255
17,KP_ZI418_3_M_16.tif,1.328,255,255,255